superkingdom	kingdom	phylum	class	order	family	genus	species
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum ovolyticum
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum skagerrakense
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum soleae
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. DSM 106434
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. SZ-18
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. Tsp.3
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. Tsp.6
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum todarodis
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	NA
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Urechidicola	Urechidicola croceus
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella	Weeksella virosa
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. J14-2
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PC-19
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PG-2
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. RHA_55
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium 10Alg115
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium 3519-10
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium F202Z8
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium Hel1_33_7
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium MAR_2010_188
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium UJ101
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	uncultured Flavobacteriaceae bacterium
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Ichthyobacteriaceae	Ichthyobacterium	Ichthyobacterium seriolicida
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA	uncultured Flavobacteriales bacterium
Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA	NA
Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinifilaceae	Labilibaculum	Labilibaculum antarcticum
Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkalitalea	Alkalitalea saponilacus
Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	NA	uncultured Marinilabiliaceae bacterium
Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	Draconibacterium orientale
Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	Salinivirgaceae	Salinivirga	Salinivirga cyanobacteriivorans
Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	NA	NA	NA
Bacteria	NA	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis
Bacteria	NA	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira	Saprospira grandis
Bacteria	NA	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira	Saprospira sp. SS98-5
Bacteria	NA	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	NA	uncultured Saprospiraceae bacterium
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter gossypii
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter mallensis
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. HYN0043
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. PAMC 26640
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter xinganensis
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	Olivibacter sp. LS-1
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter cryoconitis
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter ginsengisoli
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. BMA
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. CJ43
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. eg
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. G11
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. KBS0701
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. PACM 27299
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea canadensis
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium daejeonense
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium hotanense
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium mizutaii
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium psychroaquaticum
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. 21
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. CZ-2
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. ML3W
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. PM2-P1-29
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium thalpophilum
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	uncultured Sphingobacterium sp. EB080_L08E11
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA	Sphingobacteriaceae bacterium GW460-11-11-14-LB5
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	uncultured Cytophagales MB11E04
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	uncultured Sphingobacteriales bacterium HF0010_19H17
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	uncultured Sphingobacteriales bacterium HF0130_33B19
Bacteria	NA	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	NA
Bacteria	NA	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
Bacteria	NA	Bacteroidetes	Flavobacteriia	NA	NA	NA	uncultured Flavobacteriia bacterium
Bacteria	NA	Bacteroidetes	Flavobacteriia	NA	NA	NA	NA
Bacteria	NA	Bacteroidetes	Sphingobacteriia	NA	NA	NA	uncultured Sphingobacteriia bacterium
Bacteria	NA	Bacteroidetes	Sphingobacteriia	NA	NA	NA	NA
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	Bacteroidetes bacterium UKL13-3
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	CFB group bacterium 22(2010)
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	uncultured Bacteroidetes bacterium
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	uncultured Bacteroidetes bacterium 'SBI2-18 P41A3'
Bacteria	NA	Bacteroidetes	NA	NA	NA	NA	NA
Bacteria	NA	Balneolaeota	Balneolia	Balneolales	Balneolaceae	NA	Balneolaceae bacterium
Bacteria	NA	Balneolaeota	Balneolia	Balneolales	Balneolaceae	NA	NA
Bacteria	NA	Balneolaeota	NA	NA	NA	Candidatus Cyclonatronum	Candidatus Cyclonatronum proteinivorum
Bacteria	NA	Balneolaeota	NA	NA	NA	NA	NA
Bacteria	NA	candidate division NC10	NA	NA	NA	Candidatus Methylomirabilis	Candidatus Methylomirabilis oxyfera
Bacteria	NA	Candidatus Cloacimonetes	NA	NA	NA	Candidatus Cloacimonas	Candidatus Cloacimonas acidaminovorans
Bacteria	NA	Candidatus Gracilibacteria	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium 28_42_T64
Bacteria	NA	Candidatus Gracilibacteria	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium HOT-871
Bacteria	NA	Candidatus Gracilibacteria	NA	NA	NA	NA	NA
Bacteria	NA	Candidatus Marinimicrobia	NA	NA	NA	NA	uncultured bacterium MB13C05
Bacteria	NA	Candidatus Marinimicrobia	NA	NA	NA	NA	uncultured Candidatus Marinimicrobia bacterium
Bacteria	NA	Candidatus Marinimicrobia	NA	NA	NA	NA	uncultured Marinimicrobia bacterium HF0010_18O13
Bacteria	NA	Candidatus Melainabacteria	NA	NA	NA	NA	Candidatus Melainabacteria bacterium MEL.A1
Bacteria	NA	Candidatus Peregrinibacteria	Candidatus Peribacteria	Candidatus Peribacterales	NA	Candidatus Peribacter	Candidatus Peribacter riflensis
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	Candidatus Saccharimonas	Candidatus Saccharimonas aalborgensis
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium RAAC3_TM7_1
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	TM7 phylum sp. oral taxon 955
Bacteria	NA	Candidatus Saccharibacteria	NA	NA	NA	NA	NA
Bacteria	NA	Chlamydiae	Chlamydiia	Chlamydiales	NA	NA	Chlamydiales bacterium Xeno
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	Criblamydiaceae	Estrella	Estrella lausannensis
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia naegleriophila
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	Simkaniaceae	Candidatus Fritschea	Candidatus Fritschea eriococci
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	Simkaniaceae	Candidatus Syngnamydia	Candidatus Syngnamydia salmonis
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	Simkaniaceae	Simkania	Simkania negevensis
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	Simkaniaceae	NA	NA
Bacteria	NA	Chlamydiae	Chlamydiia	Parachlamydiales	NA	NA	NA
Bacteria	NA	Chlamydiae	Chlamydiia	NA	NA	NA	NA
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum limnaeum
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeovibrioides
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	NA
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. CIB 2401
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. GSB1
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. HL-130-GSB
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	NA
Bacteria	NA	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	NA	NA
Bacteria	NA	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
Bacteria	NA	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum	Brevefilum fermentans
Bacteria	NA	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Pelolinea submarina
Bacteria	NA	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Candidatus Promineofilum	Candidatus Promineofilum breve
Bacteria	NA	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila
Bacteria	NA	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea aerophila
Bacteria	NA	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	NA	NA
Bacteria	NA	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus
Bacteria	NA	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
Bacteria	NA	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon aurantiacus
Bacteria	NA	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon sp. B060
Bacteria	NA	Chloroflexi	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	Tepidiforma bonchosmolovskayae
Bacteria	NA	Chloroflexi	Dehalococcoidia	NA	NA	Dehalogenimonas	Dehalogenimonas lykanthroporepellens
Bacteria	NA	Chloroflexi	Dehalococcoidia	NA	NA	Dehalogenimonas	Dehalogenimonas sp. WBC-2
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium HF0200_09I09
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_3452
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_38663
Bacteria	NA	Chloroflexi	NA	NA	NA	NA	NA
Bacteria	NA	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum
Bacteria	NA	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Candidatus Atelocyanobacterium	Candidatus Atelocyanobacterium thalassa
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera subtropica
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece verrucosa
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Rippkaea	Rippkaea orientalis
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	NA	NA
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Chondrocystis	Chondrocystis sp. NIES-4102
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Geminocystis	Geminocystis sp. NIES-3708
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Geminocystis	Geminocystis sp. NIES-3709
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Geminocystis	NA
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Gloeocapsa	Gloeocapsa sp. PCC 7428
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Cyanobacteriaceae	Cyanobacterium	Cyanobacterium aponinum
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Cyanobacteriaceae	Cyanobacterium	Cyanobacterium sp. HL-69
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Cyanobacteriaceae	Cyanobacterium	NA
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis panniformis
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis viridis
Bacteria	NA	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	NA
Bacteria	NA	Cyanobacteria	NA	Chroococcales	NA	NA	NA
Bacteria	NA	Cyanobacteria	NA	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis sp. CCMP2733
Bacteria	NA	Cyanobacteria	NA	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis thermalis
Bacteria	NA	Cyanobacteria	NA	Gloeoemargaritales	Gloeomargaritaceae	Gloeomargarita	Gloeomargarita lithophora
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Anabaenopsis	Anabaenopsis circularis
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum compactum
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum sp. UHCC 0315A
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia sp. HBU26
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Nodularia	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Raphidiopsis	Raphidiopsis curvata
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	Sphaerospermopsis kisseleviana
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	Sphaerospermopsis torques-reginae
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	NA	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix brevissima
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix parasitica
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix parietina
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. 336/3
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. CCAP 1410/5
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-2098
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-2100
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-3974
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-4101
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. PCC 7507
Bacteria	NA	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Fortieaceae	Aulosira	Aulosira laxa
Bacteria	NA	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae	Fischerella	Fischerella sp. NIES-4106
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena cylindrica
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. 90
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. UHCC 0451
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. WA102
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum sp. NIES-4074
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum stagnale
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc carneum
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc commune
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc flagelliforme
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc linckia
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc piscinale
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. 'Peltigera membranacea cyanobiont' N6
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. CENA543
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. NIES-2111
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. NIES-4103
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7107
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7524
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 9205
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. UHCC 0450
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. ULC050
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sphaeroides
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus variabilis
Bacteria	NA	Cyanobacteria	NA	Nostocales	Nostocaceae	NA	NA
Bacteria	NA	Cyanobacteria	NA	Nostocales	Rivulariaceae	Microchaete	Microchaete diplosiphon
Bacteria	NA	Cyanobacteria	NA	Nostocales	Rivulariaceae	Nunduva	Nunduva britannica
