superkingdom	kingdom	phylum	order	class	family	genus	species	06-mergeLCA//A0_2	06-mergeLCA//B0_2	06-mergeLCA//C0_2	06-mergeLCA//A1_2	06-mergeLCA//B1_2	06-mergeLCA//C1_2	06-mergeLCA//A5_0	06-mergeLCA//B5_0	06-mergeLCA//C5_0	06-mergeLCA//A8_0	06-mergeLCA//B8_0	06-mergeLCA//C8_0	06-mergeLCA//GP_1	06-mergeLCA//GP_2	06-mergeLCA//GP_3
Bacteria	NA	Actinobacteria	Acidothermales	Actinobacteria	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces oris	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces pacaensis	0	0	1	0	0	0	0	0	2	0	0	2	0	0	2
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces slackii	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 171	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. Z16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	NA	1	0	1	0	1	2	1	2	2	1	1	5	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Flaviflexus	Flaviflexus salsibiostraticola	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Flaviflexus	Flaviflexus sp. H23T48	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Schaalia	Schaalia odontolytica	0	0	2	0	2	4	3	2	2	0	3	7	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Schaalia	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Trueperella	Trueperella pyogenes	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	16	14	119	6	30	391	23	15	194	23	22	180	8	17	72
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	0	3	14	0	1	29	1	0	11	4	5	17	1	6	2
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	2	0	1	1	0	9	0	1	7	0	1	1	0	0	2
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium asteroides	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0	0	15	3	0	66	0	1	67	2	0	50	0	0	9
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	0	0	1	0	0	17	0	0	3	1	0	4	0	1	2
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	0	0	9	0	3	30	0	7	28	1	2	29	0	9	6
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	0	0	0	0	0	14	0	1	3	0	0	3	0	0	9
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallinarum	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	0	1	73	4	12	222	6	8	161	15	15	153	2	9	37
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	2	0	17	0	3	40	4	2	16	0	4	13	0	1	4
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium scardovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum	0	1	10	1	1	18	3	1	10	4	0	2	0	1	8
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	NA	7	8	137	8	17	438	15	32	187	20	26	239	12	6	83
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	59	3	1	42	9	9	45	3	6	20	16	7	2	6	2
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Candidatus Actinomarinales	Actinobacteria	Candidatus Actinomarinaceae	Candidatus Actinomarina	Candidatus Actinomarina minuta	1474	1604	1171	132	109	192	12	23	27	17	20	24	2335	1101	2559
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus abundans	212	164	166	47	46	44	8	4	6	19	4	2	290	111	282
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus hibericus	60	70	53	19	12	21	0	5	2	5	2	2	119	43	86
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus limnes	224	184	155	57	57	53	10	5	4	25	7	3	330	157	329
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	uncultured Candidatus Nanopelagicus sp.	10	10	14	3	0	3	0	0	0	0	0	0	24	12	33
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	NA	425	422	330	98	111	118	29	11	11	37	24	16	593	258	605
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila dulcis	32	44	25	3	0	11	0	0	0	0	2	0	61	29	80
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus	723	727	461	111	123	133	39	12	16	44	32	14	1139	530	1145
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila limnetica	8	11	6	1	3	2	0	1	0	4	1	0	18	7	31
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila sulfonica	26	32	29	6	1	20	0	0	2	1	0	1	47	15	74
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila vernalis	54	63	45	8	10	12	0	1	1	3	0	1	120	48	129
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila versatilis	67	67	40	9	10	8	1	0	1	0	0	0	95	55	103
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	NA	54	66	31	4	2	6	1	1	2	2	0	0	99	39	117
Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	NA	NA	8	12	11	0	3	1	0	0	0	0	0	3	23	15	29
Bacteria	NA	Actinobacteria	Catenulisporales	Actinobacteria	Catenulisporaceae	Catenulispora	Catenulispora acidiphila	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Atopobium	Atopobium parvulum	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella sp. GAM18	0	0	7	0	0	6	0	0	11	1	0	5	1	0	5
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella sp. oral taxon 807	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella timonensis	0	0	0	0	0	2	0	0	1	0	0	2	2	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella umbonata	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	NA	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Parolsenella	Parolsenella catena	0	0	1	1	0	0	0	0	3	1	0	2	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	NA	NA	0	0	3	1	0	2	0	0	3	0	0	5	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	3	1	131	5	11	421	12	11	153	13	17	153	3	2	87
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	0	0	1	0	0	0	0	0	3	0	0	1	0	0	3
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	uncultured Collinsella sp. SMG3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	NA	1	0	1	0	0	4	0	0	3	0	0	3	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	NA	Coriobacteriaceae bacterium 68-1-3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	NA	NA	NA	0	0	0	0	1	16	0	1	4	0	0	4	0	0	6
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium argentoratense	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium callunae	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium casei	0	0	10	0	0	0	0	1	0	2	0	2	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium crudilactis	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium cystitidis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium deserti	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium imitans	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	0	0	0	0	4	0	0	0	3	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium kroppenstedtii	0	0	0	0	2	0	5	0	2	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium mycetoides	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium provencense	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudopelargi	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium riegelii	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium segmentosum	0	0	0	0	2	0	5	7	1	0	1	5	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium simulans	0	0	0	1	4	0	0	0	1	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium singulare	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. L2-79-05	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. NML98-0116	0	1	0	0	0	0	1	0	0	6	1	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium testudinoris	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium urealyticum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium ureicelerivorans	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium xerosis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	NA	2	0	4	2	13	3	1	2	3	0	2	1	1	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	NA	NA	0	0	1	3	2	0	0	0	1	4	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia lutea	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia psychralcaliphila	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia sp. JS16-p6b	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia sp. oral taxon 368	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia timorensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	NA	2	0	1	0	0	1	1	0	0	2	0	1	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia alkanivorans	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia amicalis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia bronchialis	0	0	1	1	0	2	1	0	2	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia iterans	0	0	1	1	0	0	2	0	3	0	1	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia sp. KTR9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia sp. MMS17-SY073	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia sp. YC-JH1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	NA	0	1	0	0	1	0	0	0	3	1	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Hoyosella	Hoyosella subflava	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	9	7	2	1	2	0	2	0	0	0	1	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium basiliense	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium chimaera	4	0	0	0	0	2	1	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium colombiense	0	7	1	0	0	0	0	1	0	2	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	1	5	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium grossiae	6	5	1	1	1	0	0	0	1	0	1	1	1	1	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium interjectum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium lepraemurium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium marinum	3	2	4	2	1	0	0	0	1	3	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium marseillense	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium paragordonae	1	1	2	0	3	1	0	2	2	0	1	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium pseudoshottsii	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium shigaense	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. djl-10	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL90	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. ELW1	11	12	2	3	1	1	3	0	5	1	4	1	5	0	3
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. EPa45	0	2	2	0	2	0	0	1	0	0	0	1	1	0	1
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. JLS	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. JS623	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. MS1601	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. PYR15	3	2	4	2	0	0	0	0	0	4	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. VKM Ac-1817D	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. WY10	1	1	3	0	1	0	1	1	1	1	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. YC-RL4	2	3	5	0	0	0	2	0	2	3	2	3	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium ulcerans	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	NA	40	41	34	15	11	4	9	3	13	5	7	13	4	6	6
